Restaurent name,Cuisine types,Rating,Price,Distance,Location,City
Hotel Sonash By Golden Treat,"North Indian, Chinese, Biryani, Desserts, Beverages",4,"₹1,000 for two",4.1 km,"Bhawar Kuan, Indore",Indore
Ratna Raj,"Rajasthani, North Indian",3.6,₹400 for two,2.7 km,"New Palasia, Indore",Indore
Cafe Kono,"Sandwich, Burger, Pizza, Pasta, Chinese, Street Food, Shake, Beverages",4,₹400 for two,6.7 km,"By Pass Road (South), Indore",Indore
Playotel Premier,"North Indian, Oriental, Continental, Desserts, Beverages",3.9,"₹1,000 for two",5.9 km,"Vijay Nagar, Indore",Indore
The Crush Coffee,"Fast Food, Beverages",3.7,₹300 for two,10.7 km,"Rau, Indore",Indore
Hotel Rajhans Dal Bafle,North Indian,3.7,₹400 for two,3.1 km,"Old Palasia, Indore",Indore
Panchavati Gaurav,"North Indian, Rajasthani, Desserts",4,₹800 for two,4.4 km,"Malhar Mega Mall, Vijay Nagar, Indore",Indore
Aloha - Silvotel,"Chinese, North Indian, Kebab, Salad, Rolls, Sandwich, Desserts, Beverages",3.8,₹700 for two,4.7 km,"Vijay Nagar, Indore",Indore
The Eyry,"Cafe, Italian, Mexican, North Indian, Chinese, Fast Food, Desserts, Beverages",4,"₹1,200 for two",2.4 km,"New Palasia, Indore",Indore
Haldiram's Restaurant,"North Indian, Chinese, South Indian, Street Food, Desserts, Continental, Beverages",2.6,₹450 for two,4.3 km,"Vijay Nagar, Indore",Indore
Jail - The Indorii Cafe,"Sandwich, Pizza, Pasta, North Indian, Chinese, Momos, Desserts, Beverages",4.2,₹800 for two,3.7 km,"Navlakha, Indore",Indore
Mad'ouk,"Chinese, Thai",3.4,"₹1,000 for two",6.7 km,"By Pass Road (North), Indore",Indore
Bakerywala,"Bakery, South Indian, Fast Food, Chinese, Street Food, Desserts, Shake, Beverages",4.2,₹350 for two,5.7 km,"Vijay Nagar, Indore",Indore
The Egg Eatery - Eggstremely Delicious,"Street Food, North Indian",3.7,₹400 for two,5.1 km,"Vijay Nagar, Indore",Indore
Shreeleela Restaurant,"North Indian, Chinese, Desserts",3.4,"₹1,000 for two",5.7 km,"Vijay Nagar, Indore",Indore
Kitchen Sensation,"North Indian, Chinese, Beverages",3.8,"₹1,000 for two",2.8 km,"New Palasia, Indore",Indore
10 Downing Street,"Continental, Bar Food, Desserts",4.2,"₹2,500 for two",4.4 km,"Malhar Mega Mall, Vijay Nagar, Indore",Indore
Shree Shyam Restaurant,"North Indian, Fast Food, Chinese",New,₹300 for two,3.8 km,"Geeta Bhavan, Indore",Indore
Karim's - Original From Jama Masjid Delhi 6,"Mughlai, North Indian, Rolls, Biryani, Kebab",3.7,"₹1,000 for two",4.5 km,"Vijay Nagar, Indore",Indore
Krushers.In,"Burger, Rolls, Street Food",3.3,₹200 for two,1.9 km,"RNT Marg, Indore",Indore
New Rohit Chinese Point,"Chinese, Street Food",3.4,₹250 for two,2.9 km,"Airport Road, Indore",Indore
Chatori Chachi,"Fast Food, Street Food, Maharashtrian, South Indian, Beverages, Sandwich",3.8,₹300 for two,3.5 km,"Old Palasia, Indore",Indore
Hotel South Avenue,"North Indian, Mughlai, Continental, South Indian, Fast Food, Chinese, Desserts, Beverages",4.3,"₹1,000 for two",2.4 km,"South Tukoganj, Indore",Indore
Tonic 93 Restobar,"North Indian, Mughlai, Biryani, Sandwich, Pizza",3.6,"₹1,000 for two",7 km,"By Pass Road (North), Indore",Indore
Hungry Baghira,"Healthy Food, Chinese, North Indian, Seafood, Fast Food, Mughlai, Wraps, Beverages",4.2,₹550 for two,4.4 km,"Press Complex, Indore",Indore
Khichdi Nation,North Indian,4.1,₹500 for two,6.7 km,"By Pass Road (North), Indore",Indore
Burger Farm,"Burger, Fast Food, Beverages",3.7,₹300 for two,3.6 km,"Bhawar Kuan, Indore",Indore
Mud Oven,"Cafe, Coffee, Beverages, North Indian, Asian, Continental, Italian, Desserts",4.1,₹800 for two,13.5 km,"Rau, Indore",Indore
Starbucks Coffee,"Cafe, Coffee, Fast Food, Desserts",3.1,₹600 for two,4.6 km,"Vijay Nagar, Indore",Indore
Kukdu Kuu Club,"North Indian, Mughlai, Chinese, Seafood, Biryani",3.7,₹800 for two,5.5 km,"BCM Heights, Vijay Nagar, Indore",Indore
Fresh Serve Restaurant And Banquets,"North Indian, Pizza, Chinese, Fast Food, Desserts, Coffee, Shake, Beverages",4.1,"₹1,000 for two",5.4 km,"Vijay Nagar, Indore",Indore
Amigos Café And Restaurant,"Pizza, Sandwich, Fast Food, Chinese, Street Food, Shake, Beverages",3.8,₹400 for two,4.7 km,"Khajrana, Indore",Indore
The Sukoon Cafe,"Sandwich, Pizza, Fast Food, Momos, Street Food, Coffee, Shake, Beverages",3.9,₹300 for two,3.7 km,"Navlakha, Indore",Indore
Bake N Shake,"Cafe, Bakery, North Indian, Chinese, Continental, Sandwich, Fast Food, Beverages",4.2,₹850 for two,5.2 km,"BCM Heights, Vijay Nagar, Indore",Indore
Enrise By Sayaji,North Indian,3.4,"₹1,000 for two",14.3 km,"Rau, Indore",Indore
McDonald's,"Burger, Fast Food, Beverages",4,₹400 for two,3.5 km,"Bhawar Kuan, Indore",Indore
Bapu Ki Kutia,"North Indian, Salad, Desserts, Beverages",3.9,"₹1,000 for two",5.7 km,"Vijay Nagar, Indore",Indore
Dutt Guru Kripa,"North Indian, Chinese, Fast Food, Desserts, Beverages",3.8,₹800 for two,2.1 km,"South Tukoganj, Indore",Indore
54 Praangan - Indore Marriott Hotel,"Awadhi, North Indian, Mughlai, Biryani, Desserts, Beverages",4.2,"₹3,500 for two",4.2 km,"Indore Marriott Hotel, Vijay Nagar, Indore",Indore
Shree Gurukripa,"North Indian, Chinese, Desserts, Beverages",3.7,"₹1,000 for two",5.6 km,"Vijay Nagar, Indore",Indore
Tinku's,"Sandwich, Pizza, Burger, Fast Food, Chinese, Street Food, Coffee, Beverages",3.9,₹400 for two,3.7 km,"Bhawar Kuan, Indore",Indore
Capers - Hotel Effotel,"North Indian, Chinese, Continental, Mediterranean, Salad, Mughlai, Desserts, Beverages",4.6,"₹2,000 for two",5.5 km,"Hotel Effotel, Vijay Nagar, Indore",Indore
Tandoor Restaurant,"North Indian, Mughlai, Chinese, Kebab, Biryani",4.1,"₹1,300 for two",3.7 km,"Bhawar Kuan, Indore",Indore
Manbhavan - Premium Veg Thali,"North Indian, Gujarati",3.8,₹500 for two,2.1 km,"Hotel Princes' Palace, South Tukoganj, Indore",Indore
CBC Cafe,"Sandwich, Pizza, Pasta, Burger, Fast Food, Street Food, Shake, Beverages",3.2,₹300 for two,3.9 km,"Bhawar Kuan, Indore",Indore
Shosha Cafebar,"North Indian, Mexican, Italian, Chinese, Fast Food, Thai, Desserts, Beverages",3.9,"₹1,500 for two",4.6 km,"Vijay Nagar, Indore",Indore
Madhuram Cafe & Restaurant,"Fast Food, Sandwich",3.2,₹350 for two,1.3 km,"Bombay Bazaar, Indore",Indore
Dripco - Speciality Coffee Brewers,"Coffee, Shake, Tea, Beverages",3.9,₹400 for two,4.5 km,"Vijay Nagar, Indore",Indore
Chick-N-Serve,"Fast Food, Lebanese, Arabian",3.1,₹400 for two,2.8 km,"56 Dukan, New Palasia, Indore",Indore
The Arab Nama,"Arabian, Mandi, North Indian, Mughlai",3.9,"₹1,000 for two",4 km,"Old Palasia, Indore",Indore
Hotel Surya,"North Indian, Mughlai, Chinese, Continental, Biryani, Sandwich, Desserts, Beverages",4.2,"₹1,500 for two",2.3 km,"Hotel Surya, South Tukoganj, Indore",Indore
Krozzon By Masters Bakery,"Cafe, Coffee, Beverages, Bakery, Fast Food, Pizza, Sandwich, Desserts",3.7,₹600 for two,6.6 km,"Vijay Nagar, Indore",Indore
The Richie Rich Resto & Cafe,"North Indian, South Indian, Chinese, Pizza, Burger, Fast Food, Desserts, Beverages",3.6,"₹1,000 for two",8.5 km,"Rajendra Nagar, Indore",Indore
Hat's Off,"North Indian, Mughlai, Kebab, Chinese, Biryani",3.9,"₹1,200 for two",6 km,"Vijay Nagar, Indore",Indore
Food Fantasy,"North Indian, Chinese, Biryani, Sandwich, Burger, Rolls, Fast Food, Beverages",4.2,₹550 for two,4.6 km,"Vijay Nagar, Indore",Indore
Skyline Club & Resorts,"North Indian, Mughlai, Chinese, Continental, Pasta, Kebab, Biryani",3,"₹1,200 for two",10.2 km,"By Pass Road (South), Indore",Indore
Tic Tac Toe,"North Indian, Fast Food",4.3,"₹3,800 for two",5.2 km,"Vijay Nagar, Indore",Indore
House Of Pita,"Middle Eastern, Turkish, Fast Food, Pizza, Continental",3.8,₹300 for two,6.7 km,"By Pass Road (South), Indore",Indore
The Homey Rolls,"Rolls, North Indian, Healthy Food, Biryani, Beverages, Finger Food",4.3,₹450 for two,2.8 km,"New Palasia, Indore",Indore
Chemistry The Cafe Lounge,"Cafe, Coffee, Shake, Beverages, Fast Food, Ice Cream, Desserts, Burger",3.5,₹500 for two,5.2 km,"Vijay Nagar, Indore",Indore
Orange Paradise,"North Indian, Fast Food",-,₹300 for two,4.5 km,"Airport Road, Indore",Indore
Rajkamal Dal Bafle,North Indian,4,₹200 for two,1.8 km,"Sarwate Bus Stand, Indore",Indore
Maa Ki Rasoi,"North Indian, South Indian, Chinese, Kebab, Sandwich, Fast Food, Biryani, Beverages",4,₹700 for two,5.3 km,"Sudama Nagar, Indore",Indore
Alav,"North Indian, Chinese, Kebab, Biryani, Sandwich, Ice Cream, Desserts, Beverages",3.9,₹700 for two,2.9 km,"New Palasia, Indore",Indore
Nom! Nom! Chinese,"Chinese, Asian, Thai, Seafood, Beverages, Continental, Fast Food, Desserts",4.3,"₹1,000 for two",5.5 km,"Vijay Nagar, Indore",Indore
Cafe Igloo,"North Indian, Fast Food",New,₹300 for two,4.1 km,"Old Palasia, Indore",Indore
We Desi,"North Indian, Mughlai, Rolls, Fast Food, Biryani, Chinese, Street Food, Beverages",4,₹550 for two,5.5 km,"Vijay Nagar, Indore",Indore
Mishri Sweets,Mithai,4.2,₹250 for two,5 km,"Vijay Nagar, Indore",Indore
Rajendra Singh's Retro Kitchen,North Indian,-,"₹1,000 for two",7.9 km,"By Pass Road (North), Indore",Indore
Oakaz - Cafe and Restaurant,"Sandwich, Burger, Pizza, Fast Food, Chinese, North Indian, Beverages",3.2,"₹1,200 for two",2.8 km,"South Tukoganj, Indore",Indore
Karnawat Bhojan Prasadi,"North Indian, South Indian, Chinese, Sandwich, Pizza, Fast Food, Shake, Beverages",2.9,₹300 for two,3.3 km,"Airport Road, Indore",Indore
Hotel Madni Darbar,"North Indian, Maharashtrian, Mughlai, Chinese",4,₹500 for two,1.7 km,"Sarwate Bus Stand, Indore",Indore
Cilantro,"North Indian, Asian",3.1,"₹1,200 for two",7.5 km,"Vijay Nagar, Indore",Indore
Effe Cafe,"South Indian, Italian, Pizza, Burger, Bar Food, Coffee, Beverages, Desserts",4.2,"₹1,000 for two",12.2 km,"Papaya Tree Hotel, Indore",Indore
Good For Gut,"North Indian, Burger, Sandwich, Fast Food",3.9,₹300 for two,4.2 km,"Old Palasia, Indore",Indore
Johny Hot Dog,"Fast Food, Hot dogs, Street Food",-,₹150 for two,2.8 km,"56 Dukan, New Palasia, Indore",Indore
Hunger World Cafe,"Burger, Sandwich, Pizza, Fast Food, Shake, Beverages, Cafe",-,₹300 for two,6 km,"Vijay Nagar, Indore",Indore
Epicure,"North Indian, Asian, Chinese, Continental, Biryani, Desserts, Bar Food",New,"₹2,100 for two",2.2 km,"South Tukoganj, Indore",Indore
Twilight - Hotel WOW CREST IHCL SELEQTIONS,"Bar Food, North Indian, Chinese, Continental, Italian, Pizza, Pasta, Beverages",4.4,"₹2,400 for two",4.6 km,"Hotel Wow, Vijay Nagar, Indore",Indore
Chav - Truly Indian,North Indian,3.9,₹350 for two,4.8 km,"Khajrana, Indore",Indore
Oye24,"North Indian, Street Food",4.1,₹500 for two,6.6 km,"By Pass Road (North), Indore",Indore
Veera Di Hatti,"North Indian, Kebab",4.4,₹400 for two,2.7 km,"Sapna Sangeeta, Indore",Indore
Domino's Pizza,"Pizza, Italian, Pasta, Fast Food",3.9,₹400 for two,3.8 km,"Old Palasia, Indore",Indore
Lite Meal Cafe & Restaurant,"North Indian, Sandwich, Pizza, Burger, Fast Food, Chinese, Shake, Beverages",3.4,₹350 for two,3.2 km,"New Palasia, Indore",Indore
Restro Delight,"North Indian, Chinese, Biryani, Rolls",3.9,"₹1,000 for two",5 km,"Vijay Nagar, Indore",Indore
Goldy Di Hatti,"North Indian, Mughlai, Biryani, Chinese, Seafood, Street Food",3.9,₹550 for two,6.2 km,"Vijay Nagar, Indore",Indore
City Of Dreams,"Bar Food, North Indian, Biryani, Chinese, Sandwich, Fast Food, Desserts",-,"₹1,000 for two",4.3 km,"Vijay Nagar, Indore",Indore
Best Western Plus,"North Indian, Biryani, Fast Food, Chinese, Desserts",4.2,"₹1,000 for two",4.7 km,"Vijay Nagar, Indore",Indore
T. O'Clock Cafe,"Pizza, Fast Food, Street Food, Shake, Beverages",3,₹300 for two,6.2 km,"Rajendra Nagar, Indore",Indore
Jamnaram's Pure Veg Multi-Cuisine Fine Dine Restaurant,"North Indian, Chinese, Continental, Italian, Sandwich, Fast Food, Salad, Desserts",3.7,"₹1,000 for two",7.6 km,"By Pass Road (South), Indore",Indore
Cafe Udipi,South Indian,4.5,₹400 for two,3.1 km,"Old Palasia, Indore",Indore
Bakenza,"Sandwich, Burger, Momos, Street Food, Fast Food, Coffee, Shake, Beverages",-,₹300 for two,4.5 km,"Airport Road, Indore",Indore
Delectable Delights - Sayaji Hotel,"North Indian, Chinese, Beverages",4.7,"₹1,800 for two",4.4 km,"Sayaji Hotel, Vijay Nagar, Indore",Indore
Shree Chotiwala Restaurant,"North Indian, Chinese",3.9,"₹1,000 for two",2.1 km,"South Tukoganj, Indore",Indore
Vrindavan Restaurant,"North Indian, Chinese, Biryani, Salad, Desserts, Beverages",3.5,₹750 for two,2.6 km,"New Palasia, Indore",Indore
Chef Lucky's Paratha On Wheels,"North Indian, Biryani, Beverages",4.3,₹500 for two,4.7 km,"Vijay Nagar, Indore",Indore
Indiya Oye - Radisson Blue Hotel,"North Indian, Mughlai, Kebab, Desserts",4,"₹3,500 for two",5.4 km,"Radisson Blu Hotel, Vijay Nagar, Indore",Indore
Shawarma Grill,"Shawarma, Momos",3.8,₹350 for two,6.6 km,"By Pass Road (South), Indore",Indore
Apna Sweets,"Desserts, Ice Cream, Juices, Shake, Beverages",3.7,₹350 for two,4.7 km,"Vijay Nagar, Indore",Indore
Bam-Booze Family Restaurant - Golden Treat,"North Indian, Mughlai, Chinese, Seafood, Kebab, Sandwich, Biryani, Beverages",4.1,"₹1,200 for two",3.6 km,"Bhawar Kuan, Indore",Indore
Kesarlal Pure Veg Restaurant,"North Indian, Chinese, Beverages",-,₹500 for two,10.2 km,"By Pass Road (South), Indore",Indore
Hotel Apna Avenue Foody,"North Indian, South Indian, Chinese, Fast Food, Desserts, Beverages",4,"₹1,000 for two",2.5 km,"New Palasia, Indore",Indore
Mama Ji Ka Dhaba,"North Indian, Chinese",3.7,₹300 for two,11.3 km,"Rau, Indore",Indore
Sigdi - Sizzler & South Indian,"South Indian, Momos",3.9,₹800 for two,7.6 km,"By Pass Road (North), Indore",Indore
Tea & Shakes,"Chinese, Pizza, Sandwich, Pasta, Salad, North Indian, Beverages",3.8,₹500 for two,5.2 km,"Vijay Nagar, Indore",Indore
The Frontier Pavilion,"North Indian, Continental, Bar Food, Chinese, Salad, Oriental, Desserts",3.9,"₹1,500 for two",4.9 km,"Bhawar Kuan, Indore",Indore
Kebabilal's,"North Indian, Chinese, Mughlai, Kebab, Biryani, Desserts, Beverages",3.7,₹800 for two,4.3 km,"Bhawar Kuan, Indore",Indore
Saffron,"North Indian, Chinese, South Indian, Pizza, Sandwich, Fast Food, Ice Cream, Beverages",3.1,₹400 for two,3 km,"Ranjeet Hanuman, Indore",Indore
Carobar  Indore,"North Indian, Mughlai, Chinese, Biryani",3.9,"₹1,400 for two",8.6 km,"By Pass Road (North), Indore",Indore
Real Paprika Pizzeria,"Pizza, Fast Food, Shake, Beverages",3.3,₹400 for two,4.9 km,"Sudama Nagar, Indore",Indore
Wah Wah Chaap,"North Indian, Chinese, Rolls, Biryani, Desserts, Shake, Beverages",4.1,₹400 for two,5.5 km,"Vijay Nagar, Indore",Indore
Yes Boss - The Food Court,"North Indian, Continental, Chinese, Fast Food, Shake, Beverages",2.9,₹450 for two,7.5 km,"Vijay Nagar, Indore",Indore
Prithvilok Restaurant,North Indian,4.2,₹500 for two,1 km,"Rajwada, Indore",Indore
Shree Hari Om Dhaba,North Indian,4.1,₹150 for two,7.7 km,"Rajendra Nagar, Indore",Indore
Buddy's,"Cafe, North Indian, Chinese, Mexican, Pasta, Fast Food, Desserts, Beverages",3.2,₹700 for two,2.4 km,"South Tukoganj, Indore",Indore
Hotel Kalinga,"North Indian, Chinese, Continental, Biryani, Kebab, Mughlai, Seafood, Fast Food",4,"₹1,000 for two",2.1 km,"South Tukoganj, Indore",Indore
Indore Accent - By AFC,"North Indian, Continental",4,"₹1,000 for two",7.7 km,"MR 10 Road, Indore",Indore
Opium Bar By The Roof,"Bar Food, North Indian, Mughlai, Chinese, Seafood, Biryani, Desserts, Beverages",4.3,"₹2,000 for two",5.8 km,"Infiniti Hotel, Vijay Nagar, Indore",Indore
Poonam's Patisserie,"Bakery, Desserts",3.8,₹350 for two,3 km,"Sapna Sangeeta, Indore",Indore
Hotel 5 Senses,"North Indian, Chinese, Salad, Pizza, Fast Food, Beverages",-,₹400 for two,25.8 km,"Mhow, Indore",Indore
Pizzaporium,"Pizza, Chinese, Fast Food, Beverages",2.9,₹350 for two,4.3 km,"Vijay Nagar, Indore",Indore
Rolls Mania,"Rolls, Fast Food, Beverages",3.6,₹300 for two,5.5 km,"Vijay Nagar, Indore",Indore
Sassy House - All Day Cafe,"Cafe, Fast Food, North Indian, Beverages, Desserts, Pizza, Pasta",3.6,₹650 for two,5.1 km,"Vijay Nagar, Indore",Indore
F For Fries,"Fast Food, Beverages",-,₹300 for two,3.9 km,"Old Palasia, Indore",Indore
The Belgian Street,"Continental, Italian, Fast Food, Street Food, Ice Cream, Desserts, Coffee, Beverages",-,₹600 for two,5.2 km,"Vijay Nagar, Indore",Indore
King Of Cakes,"Bakery, Desserts, Street Food",3.8,₹450 for two,6.7 km,"Vijay Nagar, Indore",Indore
Charpai - The Dhaba,"North Indian, Biryani, Chinese, Desserts, Beverages",3.5,"₹1,000 for two",10.5 km,"MR 10 Road, Indore",Indore
Pitchers Cafebar,"North Indian, Pizza, Chinese, Bar Food, Beverages",4.8,"₹1,000 for two",4.2 km,"Vijay Nagar, Indore",Indore
Mr. Bistro,"Sandwich, Wraps, Fast Food, Coffee, Beverages",-,₹400 for two,3.9 km,"Khajrana, Indore",Indore
Heritage By Shikarwadi,"Chinese, North Indian, Mughlai",-,₹450 for two,7.4 km,"By Pass Road (North), Indore",Indore
Orion Cafe Restro,"Chinese, North Indian, Sandwich, Pizza, Fast Food, Desserts, Beverages",4.2,₹800 for two,8 km,"By Pass Road (North), Indore",Indore
Municipal Cafe Bar,"North Indian, Italian, Desserts",-,"₹1,450 for two",5.2 km,"Vijay Nagar, Indore",Indore
Maa Ki Rasoi,"North Indian, Chinese, Mughlai",3.1,₹700 for two,5.1 km,"Mangal City Mall, Vijay Nagar, Indore",Indore
Zakir Family Restaurant,"North Indian, Mughlai, Kebab, Lebanese, Chinese, Seafood, Biryani",4.2,"₹1,000 for two",4.6 km,"Khajrana, Indore",Indore
Chai Sutta Bar,"Tea, Coffee, Shake, Sandwich, Pizza, Burger, Fast Food, Street Food",-,₹200 for two,6.6 km,"Bhawar Kuan, Indore",Indore
Guru Kripa,"North Indian, Fast Food, Chinese",4,₹450 for two,13 km,"Rau, Indore",Indore
BTS FOOD WORLD,"Chinese, Pizza, Sandwich, Tea, Shake, Beverages",New,₹300 for two,3.7 km,"Bhawar Kuan, Indore",Indore
Kapoors Restaurant,North Indian,3.8,₹400 for two,3.2 km,"Sapna Sangeeta, Indore",Indore
Ice Cream Factory And Shahi Durbar,"Ice Cream, Desserts",-,₹200 for two,2.8 km,"South Tukoganj, Indore",Indore
Hotel Nizam,"North Indian, Mughlai",3.8,₹350 for two,5.9 km,"Khajrana, Indore",Indore
La Milano Pizzeria,"Pizza, Pasta, Italian, American, Mexican, Desserts, Beverages, Fast Food",3.4,₹450 for two,2.9 km,"Geeta Bhavan, Indore",Indore
Chaapsticks,"North Indian, Rolls, Momos, Beverages",3.8,₹300 for two,2.4 km,"Manik Bagh Road, Indore",Indore
Euphoria Cafe,"Coffee, Sandwich, Pizza, Fast Food, Momos, Beverages",-,₹300 for two,6.2 km,"Rajendra Nagar, Indore",Indore
Fiza Restaurant,"North Indian, Maharashtrian",3.8,₹350 for two,1.2 km,"Bombay Bazaar, Indore",Indore
Shree Nakoda Dham Bhojnalaya,North Indian,-,₹300 for two,1.3 km,"Bombay Bazaar, Indore",Indore
Chick N Serve,"Lebanese, North Indian, Kebab, Chinese, Mughlai, Biryani",3.7,"₹1,000 for two",4.7 km,"Vijay Nagar, Indore",Indore
H & D Nonveg Restaurant,"North Indian, Mughlai",3.2,₹500 for two,7.2 km,"Vijay Nagar, Indore",Indore
Cake & Art Bakery Shop,"Bakery, Desserts",-,₹250 for two,8.2 km,"Vijay Nagar, Indore",Indore
Cheezah,"Chinese, Pizza, Sandwich, Burger, Momos, Fast Food, Street Food",-,₹300 for two,8.3 km,"Vijay Nagar, Indore",Indore
Curry Cafe,"North Indian, Chinese, Fast Food, Salad, Desserts, Beverages",3.9,₹800 for two,2.4 km,"Rajshahi Palace, South Tukoganj, Indore",Indore
Baba Kulfi House,"Desserts, Ice Cream, North Indian, South Indian, Sandwich, Fast Food, Mithai, Beverages",3.8,₹300 for two,11.6 km,"Rau, Indore",Indore
Chaudhary Ka Dhaba,"North Indian, Chinese, Mughlai, Street Food, Fast Food, Ice Cream, Desserts, Beverages",3,₹400 for two,7.2 km,"Vijay Nagar, Indore",Indore
Indian Coffee House,"South Indian, North Indian, Chinese, Beverages",3.9,₹400 for two,5.5 km,"BCM Heights, Vijay Nagar, Indore",Indore
Family Adda,"Chinese, South Indian, Beverages, Pasta, Street Food, Sichuan",4.3,₹350 for two,4.1 km,"Old Palasia, Indore",Indore
Domac Cafe & Pizza,Pizza,New,₹200 for two,5.1 km,"Vijay Nagar, Indore",Indore
Sagar Gaire,"South Indian, North Indian, Pasta, Sandwich, Pizza, Fast Food, Chinese, Beverages",3.8,₹400 for two,2.7 km,"56 Dukan, New Palasia, Indore",Indore
Swarna's Kitchen,North Indian,New,₹300 for two,3.7 km,"Old Palasia, Indore",Indore
Shyam Sandwich & Shanky's Café,"Sandwich, Fast Food, Beverages",3.9,₹300 for two,2 km,"YN Road, Indore",Indore
Destiny Cafe,"Cafe, Coffee, Shake, Beverages, Sandwich, Fast Food, North Indian, Chinese",-,₹600 for two,3.9 km,"Press Complex, Indore",Indore
Nanaksar Dhaba,"North Indian, Chinese, Fast Food, Street Food, Beverages",New,₹300 for two,2.9 km,"Geeta Bhavan, Indore",Indore
Mr. Singh's,"North Indian, Mughlai, Chinese, Rolls, Biryani",3.7,₹800 for two,5.5 km,"Vijay Nagar, Indore",Indore
Salt and Pepper - Hotel Amar Vilas,"North Indian, Mughlai, Chinese, Oriental, Continental, Seafood, Desserts, Beverages",4,"₹1,300 for two",4.1 km,"Hotel Amar Vilas, Press Complex, Indore",Indore
Cakes N Craft,"Bakery, Desserts, Fast Food",2.8,₹500 for two,5.6 km,"Rajendra Nagar, Indore",Indore
The Cozmo Kitchen,"North Indian, Chinese, Sandwich, Italian, Rolls, Fast Food, Desserts, Beverages",-,"₹1,000 for two",6.7 km,"By Pass Road (North), Indore",Indore
Hotel Kanchan,"North Indian, Mughlai, Kebab, Chinese, Sichuan, Continental, Desserts, Beverages",4.3,"₹1,200 for two",2.2 km,"South Tukoganj, Indore",Indore
Layers By Janvi,Bakery,3.8,₹350 for two,2.2 km,"YN Road, Indore",Indore
Ice Flames Cafe,"Pizza, Sandwich, Burger, Pasta, Street Food, Coffee, Shake, Beverages",3.9,₹350 for two,6.1 km,"Rajendra Nagar, Indore",Indore
Mr Saboodana,"North Indian, Street Food, Beverages",3.6,₹200 for two,5.1 km,"Vijay Nagar, Indore",Indore
Aieroc Resto Cafe,"Cafe, Continental, Chinese, Italian, Pizza, Sandwich, Fast Food, Beverages",4.2,"₹1,100 for two",6.3 km,"By Pass Road (North), Indore",Indore
Cakes 365,"Bakery, Fast Food, Street Food, Shake, Coffee",3.4,₹300 for two,3.7 km,"Old Palasia, Indore",Indore
The Grilled Trip,"Sandwich, Fast Food, Continental",-,₹450 for two,4.8 km,"Vijay Nagar, Indore",Indore
21 Baker Street,"Pizza, Sandwich, Burger, Fast Food, Beverages",3.8,₹200 for two,5 km,"Geeta Bhavan, Indore",Indore
Veg Bites,"Cafe, North Indian, Chinese, Pizza, Pasta, Fast Food, Momos, Beverages",2.7,₹500 for two,5.2 km,"Vijay Nagar, Indore",Indore
Zuby's Fast 'N' Foodious,"Fast Food, Burger, Sandwich, Beverages",4.5,₹400 for two,2.9 km,"Bhawar Kuan, Indore",Indore
Raju Bhai Ka Dhaba - Mansha Foods,North Indian,4.6,₹300 for two,3.6 km,"Bhawar Kuan, Indore",Indore
Shreeleela Bhojnalaya,"North Indian, Chinese, Desserts",3.4,₹300 for two,1.8 km,"Sarwate Bus Stand, Indore",Indore
7 Trillion,"North Indian, Fast Food, Continental, Desserts, Beverages",-,"₹1,000 for two",7.7 km,"By Pass Road (North), Indore",Indore
Hummus & Chips,"Arabian, Wraps, Fast Food, Salad",-,₹350 for two,2.7 km,"New Palasia, Indore",Indore
Nazaara - Papaya Tree Hotel,"North Indian, Italian, Continental, Chinese, Oriental, Bar Food, Desserts, Beverages",4.3,"₹1,600 for two",12.1 km,"Papaya Tree Hotel, Indore",Indore
IDC Idliwali,South Indian,3,₹150 for two,20.9 km,"Mhow, Indore",Indore
Murari Dhaba,North Indian,3.2,₹250 for two,7.7 km,"Rajendra Nagar, Indore",Indore
Tealogy,"Tea, Coffee, Shake, Beverages, Sandwich, Pizza, Fast Food, Street Food",3.5,₹200 for two,3.1 km,"Sapna Sangeeta, Indore",Indore
King's Cafe & Restaurant,North Indian,3.8,₹250 for two,2.2 km,"Malharganj, Indore",Indore
7th Cloud Restaurant,"North Indian, Mughlai, Chinese, Fast Food, Biryani, Desserts, Beverages",4.2,"₹1,200 for two",7.3 km,"Rajendra Nagar, Indore",Indore
Gola Sizzlers,"Cafe, Coffee, North Indian, Pizza, Pasta, Salad, Shake, Beverages",New,"₹1,500 for two",8.3 km,"By Pass Road (North), Indore",Indore
Gordhan Thal,"North Indian, Fast Food, Street Food, Beverages",3.9,₹700 for two,4.4 km,"C21 Mall, Vijay Nagar, Indore",Indore
Drunk The Tea Cafe,"Fast Food, Sandwich, Sichuan, Shake, Beverages",3.5,₹250 for two,4.8 km,"Vijay Nagar, Indore",Indore
Nautica - The Red Maple,"North Indian, Mughlai, Chinese, Continental, Fast Food, Biryani, Desserts, Beverages",2.7,"₹1,300 for two",13 km,"The Red Maple Mashal, Rau, Indore",Indore
The Blue Roof,"Pizza, Burger, Pasta, Fast Food, Momos, Chinese, Street Food, Beverages",3.3,₹400 for two,3.5 km,"HIG-LIG, Indore",Indore
Nothing Before Coffee,"Cafe, Coffee, Beverages, Street Food, Desserts",4.1,₹500 for two,2.7 km,"New Palasia, Indore",Indore
Al Arabi Falafel,Arabian,4.7,₹200 for two,3.5 km,"Old Palasia, Indore",Indore
